sale_id,date,medication,category,unit,quantity_sold,unit_price,payment_method,total_price
608,2025-03-28,Omeprazole 20mg,Cardiovascular,Strip,6,112.37,Card,674.22
652,2025-03-28,Amoxicillin 500mg,Pain Relief,Capsule,24,157.57,Card,3781.68
751,2025-03-28,Cetirizine 10mg,Diabetes,Tab,6,39.7,Card,238.2
839,2025-03-28,Paracetamol 500mg,Antibiotics,Strip,21,187.56,Card,3938.76
842,2025-03-28,Vitamin D3 1000IU,Diabetes,Bottle,6,34.44,Card,206.64
849,2025-03-28,Cetirizine 10mg,Allergy,Tab,21,236.73,UPI,4971.33
901,2025-03-28,Omeprazole 20mg,Pain Relief,Strip,5,207.0,UPI,1035.0
905,2025-03-28,Pantoprazole 40mg,Gastrointestinal,Tab,9,33.72,Insurance,303.48
912,2025-03-28,Ibuprofen 400mg,Antibiotics,Strip,21,49.65,Insurance,1042.65
913,2025-03-28,Amoxicillin 500mg,Pain Relief,Capsule,1,21.99,UPI,21.99
925,2025-03-28,Paracetamol 500mg,Gastrointestinal,Vial,10,216.3,UPI,2163.0
972,2025-03-28,Atorvastatin 10mg,Cardiovascular,Vial,1,28.22,Card,28.22
1002,2025-03-28,Cetirizine 10mg,Cardiovascular,Tab,9,106.67,Insurance,960.03
1109,2025-03-28,Cetirizine 10mg,Cardiovascular,Strip,4,83.48,Cash,333.92
1151,2025-03-28,Azithromycin 500mg,Antibiotics,Bottle,5,131.05,Insurance,655.25
1180,2025-03-28,Metformin 500mg,Pain Relief,Vial,15,220.6,Cash,3309.0
1253,2025-03-28,Omeprazole 20mg,Pain Relief,Bottle,12,126.13,Insurance,1513.56
1484,2025-03-28,Omeprazole 20mg,Thyroid,Strip,10,212.98,Card,2129.8
1556,2025-03-28,Omeprazole 20mg,Thyroid,Bottle,24,119.99,Card,2879.76
1568,2025-03-28,Atorvastatin 10mg,Allergy,Strip,3,37.33,UPI,111.99
1599,2025-03-28,Paracetamol 500mg,Pain Relief,Bottle,22,194.38,Card,4276.36
1622,2025-03-28,Cetirizine 10mg,Cardiovascular,Strip,10,120.1,Insurance,1201.0
1643,2025-03-28,Levothyroxine 50mcg,Cardiovascular,Capsule,12,38.96,Card,467.52
1775,2025-03-28,Azithromycin 500mg,Pain Relief,Vial,17,87.99,Card,1495.83
3,2025-03-29,Azithromycin 500mg,Vitamins & Supplements,Bottle,18,162.91,Insurance,2932.38
89,2025-03-29,Levothyroxine 50mcg,Pain Relief,Tab,8,156.92,Card,1255.36
120,2025-03-29,Azithromycin 500mg,Thyroid,Strip,4,163.02,Card,652.08
197,2025-03-29,Pantoprazole 40mg,Vitamins & Supplements,Tab,13,15.38,Cash,199.94
307,2025-03-29,Paracetamol 500mg,Cardiovascular,Strip,8,107.72,Insurance,861.76
382,2025-03-29,Amlodipine 5mg,Allergy,Tab,6,165.23,Card,991.38
440,2025-03-29,Cetirizine 10mg,Vitamins & Supplements,Strip,8,151.25,UPI,1210.0
449,2025-03-29,Vitamin D3 1000IU,Allergy,Vial,13,57.22,UPI,743.86
491,2025-03-29,Atorvastatin 10mg,Pain Relief,Capsule,4,105.73,UPI,422.92
596,2025-03-29,Vitamin D3 1000IU,Vitamins & Supplements,Strip,7,112.21,Cash,785.47
606,2025-03-29,Paracetamol 500mg,Allergy,Tab,15,227.16,Insurance,3407.4
674,2025-03-29,Levothyroxine 50mcg,Antibiotics,Tab,22,217.91,Insurance,4794.02
687,2025-03-29,Metformin 500mg,Thyroid,Strip,9,201.89,Insurance,1817.01
701,2025-03-29,Metformin 500mg,Vitamins & Supplements,Tab,24,81.68,Card,1960.32
784,2025-03-29,Vitamin D3 1000IU,Thyroid,Strip,21,161.63,Card,3394.23
807,2025-03-29,Omeprazole 20mg,Diabetes,Strip,7,192.71,UPI,1348.97
927,2025-03-29,Paracetamol 500mg,Pain Relief,Bottle,9,238.21,Card,2143.89
1060,2025-03-29,Pantoprazole 40mg,Vitamins & Supplements,Tab,7,119.31,Card,835.17
1100,2025-03-29,Levothyroxine 50mcg,Diabetes,Vial,10,213.7,Insurance,2137.0
1340,2025-03-29,Ibuprofen 400mg,Diabetes,Tab,5,38.5,Card,192.5
1397,2025-03-29,Pantoprazole 40mg,Diabetes,Strip,12,156.63,UPI,1879.56
1404,2025-03-29,Levothyroxine 50mcg,Pain Relief,Tab,12,245.91,Insurance,2950.92
1431,2025-03-29,Cetirizine 10mg,Pain Relief,Vial,3,239.34,Insurance,718.02
1434,2025-03-29,Ibuprofen 400mg,Allergy,Bottle,5,62.8,UPI,314.0
1490,2025-03-29,Levothyroxine 50mcg,Antibiotics,Bottle,12,166.75,Cash,2001.0
1552,2025-03-29,Amoxicillin 500mg,Pain Relief,Tab,20,116.57,Card,2331.4
1583,2025-03-29,Metformin 500mg,Gastrointestinal,Capsule,6,49.1,Insurance,294.6
1586,2025-03-29,Cetirizine 10mg,Allergy,Capsule,6,248.09,Cash,1488.54
1608,2025-03-29,Azithromycin 500mg,Pain Relief,Strip,16,234.92,Cash,3758.72
1626,2025-03-29,Ibuprofen 400mg,Pain Relief,Capsule,3,212.16,Cash,636.48
1676,2025-03-29,Ibuprofen 400mg,Cardiovascular,Vial,24,78.23,Cash,1877.52
1733,2025-03-29,Amlodipine 5mg,Cardiovascular,Tab,5,46.61,Insurance,233.05
1788,2025-03-29,Atorvastatin 10mg,Thyroid,Tab,18,100.99,UPI,1817.82
1907,2025-03-29,Cetirizine 10mg,Pain Relief,Strip,8,127.83,Insurance,1022.64
1940,2025-03-29,Ibuprofen 400mg,Diabetes,Vial,1,127.66,Insurance,127.66
1968,2025-03-29,Cetirizine 10mg,Gastrointestinal,Capsule,12,227.35,UPI,2728.2
1970,2025-03-29,Pantoprazole 40mg,Allergy,Strip,3,56.62,Insurance,169.86
25,2025-03-30,Vitamin D3 1000IU,Thyroid,Vial,16,134.46,Card,2151.36
190,2025-03-30,Levothyroxine 50mcg,Diabetes,Capsule,21,89.56,Cash,1880.76
217,2025-03-30,Atorvastatin 10mg,Vitamins & Supplements,Tab,3,103.41,UPI,310.23
335,2025-03-30,Azithromycin 500mg,Antibiotics,Capsule,12,184.1,Cash,2209.2
413,2025-03-30,Amoxicillin 500mg,Pain Relief,Bottle,6,156.8,Cash,940.8
424,2025-03-30,Omeprazole 20mg,Thyroid,Tab,22,109.01,Card,2398.22
439,2025-03-30,Metformin 500mg,Allergy,Capsule,9,38.19,Card,343.71
551,2025-03-30,Amlodipine 5mg,Allergy,Strip,14,28.68,UPI,401.52
562,2025-03-30,Amoxicillin 500mg,Vitamins & Supplements,Bottle,2,214.87,Cash,429.74
612,2025-03-30,Paracetamol 500mg,Antibiotics,Vial,3,166.02,UPI,498.06
625,2025-03-30,Omeprazole 20mg,Cardiovascular,Strip,2,221.19,UPI,442.38
733,2025-03-30,Atorvastatin 10mg,Allergy,Tab,6,25.15,Insurance,150.9
940,2025-03-30,Vitamin D3 1000IU,Vitamins & Supplements,Vial,6,163.15,Insurance,978.9
1019,2025-03-30,Amoxicillin 500mg,Diabetes,Bottle,4,175.71,UPI,702.84
1020,2025-03-30,Cetirizine 10mg,Gastrointestinal,Vial,20,132.93,Cash,2658.6
1042,2025-03-30,Azithromycin 500mg,Cardiovascular,Vial,5,125.22,Cash,626.1
1054,2025-03-30,Paracetamol 500mg,Vitamins & Supplements,Bottle,18,176.66,UPI,3179.88
1134,2025-03-30,Cetirizine 10mg,Diabetes,Tab,13,64.99,UPI,844.87
1234,2025-03-30,Azithromycin 500mg,Vitamins & Supplements,Tab,15,223.43,UPI,3351.45
1236,2025-03-30,Vitamin D3 1000IU,Vitamins & Supplements,Tab,19,102.96,Insurance,1956.24
1260,2025-03-30,Vitamin D3 1000IU,Cardiovascular,Capsule,5,173.95,UPI,869.75
1320,2025-03-30,Azithromycin 500mg,Diabetes,Vial,13,55.52,UPI,721.76
1347,2025-03-30,Ibuprofen 400mg,Vitamins & Supplements,Vial,12,127.69,Card,1532.28
1400,2025-03-30,Atorvastatin 10mg,Thyroid,Tab,17,34.02,Cash,578.34
1575,2025-03-30,Cetirizine 10mg,Allergy,Capsule,17,41.59,Card,707.03
1582,2025-03-30,Levothyroxine 50mcg,Gastrointestinal,Strip,21,64.24,Card,1349.04
1587,2025-03-30,Cetirizine 10mg,Thyroid,Capsule,7,200.59,Insurance,1404.13
1602,2025-03-30,Vitamin D3 1000IU,Cardiovascular,Capsule,24,245.75,UPI,5898.0
1695,2025-03-30,Levothyroxine 50mcg,Vitamins & Supplements,Strip,8,99.22,UPI,793.76
1708,2025-03-30,Azithromycin 500mg,Antibiotics,Capsule,2,64.19,Insurance,128.38
1844,2025-03-30,Omeprazole 20mg,Allergy,Capsule,22,196.19,Cash,4316.18
1910,2025-03-30,Amlodipine 5mg,Vitamins & Supplements,Vial,3,206.64,Insurance,619.92
1955,2025-03-30,Metformin 500mg,Antibiotics,Vial,11,104.63,Card,1150.93
1980,2025-03-30,Amlodipine 5mg,Gastrointestinal,Capsule,22,53.45,Card,1175.9
1986,2025-03-30,Vitamin D3 1000IU,Thyroid,Strip,7,186.84,Insurance,1307.88
1992,2025-03-30,Amlodipine 5mg,Thyroid,Vial,9,130.08,Insurance,1170.72
97,2025-03-31,Cetirizine 10mg,Cardiovascular,Bottle,2,69.14,UPI,138.28
334,2025-03-31,Omeprazole 20mg,Allergy,Capsule,17,128.34,UPI,2181.78
453,2025-03-31,Paracetamol 500mg,Vitamins & Supplements,Tab,23,204.77,Cash,4709.71
466,2025-03-31,Vitamin D3 1000IU,Antibiotics,Strip,19,136.64,UPI,2596.16
635,2025-03-31,Pantoprazole 40mg,Pain Relief,Tab,10,110.06,UPI,1100.6
677,2025-03-31,Amlodipine 5mg,Thyroid,Tab,23,51.12,Cash,1175.76
753,2025-03-31,Omeprazole 20mg,Diabetes,Capsule,21,52.24,UPI,1097.04
779,2025-03-31,Vitamin D3 1000IU,Cardiovascular,Tab,24,196.95,Insurance,4726.8
825,2025-03-31,Metformin 500mg,Antibiotics,Strip,2,125.77,Insurance,251.54
883,2025-03-31,Vitamin D3 1000IU,Pain Relief,Tab,19,178.42,UPI,3389.98
975,2025-03-31,Atorvastatin 10mg,Diabetes,Capsule,3,199.14,Insurance,597.42
1003,2025-03-31,Metformin 500mg,Gastrointestinal,Bottle,10,60.72,Card,607.2
1086,2025-03-31,Metformin 500mg,Vitamins & Supplements,Strip,19,193.74,UPI,3681.06
1237,2025-03-31,Vitamin D3 1000IU,Allergy,Vial,23,69.36,Cash,1595.28
1244,2025-03-31,Paracetamol 500mg,Diabetes,Strip,1,212.55,UPI,212.55
1249,2025-03-31,Vitamin D3 1000IU,Pain Relief,Capsule,15,156.59,UPI,2348.85
1321,2025-03-31,Atorvastatin 10mg,Antibiotics,Bottle,2,151.21,Insurance,302.42
1423,2025-03-31,Cetirizine 10mg,Vitamins & Supplements,Capsule,14,82.4,UPI,1153.6
1441,2025-03-31,Ibuprofen 400mg,Cardiovascular,Tab,6,121.66,Cash,729.96
1485,2025-03-31,Atorvastatin 10mg,Vitamins & Supplements,Vial,7,68.69,UPI,480.83
1662,2025-03-31,Omeprazole 20mg,Diabetes,Strip,18,153.45,Insurance,2762.1
1760,2025-03-31,Metformin 500mg,Pain Relief,Strip,10,247.5,Cash,2475.0
1865,2025-03-31,Azithromycin 500mg,Allergy,Bottle,12,151.69,Insurance,1820.28
1909,2025-03-31,Atorvastatin 10mg,Gastrointestinal,Tab,11,29.74,UPI,327.14
1920,2025-03-31,Azithromycin 500mg,Pain Relief,Bottle,12,68.05,Card,816.6
184,2025-04-01,Vitamin D3 1000IU,Thyroid,Tab,1,245.13,UPI,245.13
188,2025-04-01,Atorvastatin 10mg,Antibiotics,Strip,5,189.75,Insurance,948.75
200,2025-04-01,Vitamin D3 1000IU,Pain Relief,Capsule,4,154.51,UPI,618.04
247,2025-04-01,Levothyroxine 50mcg,Diabetes,Vial,22,226.41,UPI,4981.02
248,2025-04-01,Amoxicillin 500mg,Vitamins & Supplements,Tab,19,198.75,Insurance,3776.25
273,2025-04-01,Amoxicillin 500mg,Thyroid,Strip,9,237.75,Cash,2139.75
281,2025-04-01,Amoxicillin 500mg,Gastrointestinal,Capsule,5,156.47,UPI,782.35
283,2025-04-01,Levothyroxine 50mcg,Cardiovascular,Strip,10,36.27,Insurance,362.7
318,2025-04-01,Omeprazole 20mg,Antibiotics,Strip,17,25.21,UPI,428.57
353,2025-04-01,Pantoprazole 40mg,Diabetes,Vial,5,45.66,Cash,228.3
459,2025-04-01,Ibuprofen 400mg,Thyroid,Capsule,13,205.22,Insurance,2667.86
474,2025-04-01,Atorvastatin 10mg,Antibiotics,Tab,17,100.38,Card,1706.46
519,2025-04-01,Ibuprofen 400mg,Gastrointestinal,Strip,3,22.0,Insurance,66.0
549,2025-04-01,Paracetamol 500mg,Diabetes,Vial,9,227.28,Insurance,2045.52
584,2025-04-01,Omeprazole 20mg,Antibiotics,Bottle,7,83.24,Card,582.68
640,2025-04-01,Cetirizine 10mg,Vitamins & Supplements,Bottle,24,170.42,Cash,4090.08
653,2025-04-01,Atorvastatin 10mg,Cardiovascular,Capsule,12,181.64,UPI,2179.68
720,2025-04-01,Azithromycin 500mg,Thyroid,Bottle,20,75.59,Cash,1511.8
723,2025-04-01,Amlodipine 5mg,Pain Relief,Tab,16,84.95,Insurance,1359.2
862,2025-04-01,Metformin 500mg,Thyroid,Capsule,15,142.08,Card,2131.2
895,2025-04-01,Cetirizine 10mg,Vitamins & Supplements,Capsule,22,74.7,Card,1643.4
951,2025-04-01,Amoxicillin 500mg,Cardiovascular,Tab,24,196.11,Cash,4706.64
1000,2025-04-01,Cetirizine 10mg,Pain Relief,Tab,2,78.36,Card,156.72
1097,2025-04-01,Amlodipine 5mg,Vitamins & Supplements,Bottle,5,240.77,Card,1203.85
1101,2025-04-01,Vitamin D3 1000IU,Pain Relief,Bottle,11,158.58,Insurance,1744.38
1367,2025-04-01,Amoxicillin 500mg,Gastrointestinal,Capsule,9,181.27,Cash,1631.43
1573,2025-04-01,Atorvastatin 10mg,Pain Relief,Bottle,4,23.78,Cash,95.12
1581,2025-04-01,Atorvastatin 10mg,Pain Relief,Capsule,9,167.24,Card,1505.16
1612,2025-04-01,Omeprazole 20mg,Vitamins & Supplements,Bottle,20,19.45,UPI,389.0
1623,2025-04-01,Amlodipine 5mg,Thyroid,Strip,22,87.79,Card,1931.38
1648,2025-04-01,Cetirizine 10mg,Diabetes,Bottle,4,173.39,Card,693.56
1651,2025-04-01,Levothyroxine 50mcg,Diabetes,Vial,6,213.11,Cash,1278.66
1713,2025-04-01,Metformin 500mg,Thyroid,Vial,12,92.83,Card,1113.96
1885,2025-04-01,Cetirizine 10mg,Cardiovascular,Strip,10,99.58,Insurance,995.8
1961,2025-04-01,Omeprazole 20mg,Thyroid,Capsule,7,95.16,UPI,666.12
1962,2025-04-01,Levothyroxine 50mcg,Cardiovascular,Vial,24,142.73,Cash,3425.52
30,2025-04-02,Levothyroxine 50mcg,Allergy,Capsule,14,167.45,Card,2344.3
138,2025-04-02,Metformin 500mg,Antibiotics,Tab,22,138.21,UPI,3040.62
151,2025-04-02,Atorvastatin 10mg,Cardiovascular,Bottle,12,220.42,Insurance,2645.04
224,2025-04-02,Azithromycin 500mg,Pain Relief,Capsule,10,117.85,Cash,1178.5
239,2025-04-02,Atorvastatin 10mg,Gastrointestinal,Vial,19,119.89,Cash,2277.91
274,2025-04-02,Amlodipine 5mg,Cardiovascular,Bottle,13,31.29,UPI,406.77
301,2025-04-02,Vitamin D3 1000IU,Antibiotics,Strip,4,204.96,UPI,819.84
322,2025-04-02,Amoxicillin 500mg,Vitamins & Supplements,Vial,15,19.15,Cash,287.25
367,2025-04-02,Ibuprofen 400mg,Vitamins & Supplements,Bottle,12,144.18,Insurance,1730.16
392,2025-04-02,Metformin 500mg,Thyroid,Vial,17,153.03,UPI,2601.51
394,2025-04-02,Paracetamol 500mg,Diabetes,Bottle,17,241.28,UPI,4101.76
404,2025-04-02,Atorvastatin 10mg,Cardiovascular,Vial,13,142.85,Insurance,1857.05
425,2025-04-02,Atorvastatin 10mg,Diabetes,Strip,5,197.91,Card,989.55
428,2025-04-02,Amlodipine 5mg,Cardiovascular,Capsule,18,147.61,Cash,2656.98
456,2025-04-02,Azithromycin 500mg,Pain Relief,Capsule,6,140.84,UPI,845.04
461,2025-04-02,Cetirizine 10mg,Vitamins & Supplements,Capsule,23,234.05,Card,5383.15
485,2025-04-02,Vitamin D3 1000IU,Vitamins & Supplements,Capsule,7,211.8,Insurance,1482.6
538,2025-04-02,Omeprazole 20mg,Gastrointestinal,Strip,7,139.41,UPI,975.87
624,2025-04-02,Atorvastatin 10mg,Diabetes,Bottle,24,126.06,Card,3025.44
661,2025-04-02,Atorvastatin 10mg,Thyroid,Vial,17,87.79,Cash,1492.43
662,2025-04-02,Azithromycin 500mg,Vitamins & Supplements,Vial,4,216.81,Insurance,867.24
669,2025-04-02,Ibuprofen 400mg,Gastrointestinal,Bottle,13,17.21,Card,223.73
855,2025-04-02,Azithromycin 500mg,Gastrointestinal,Tab,15,39.33,UPI,589.95
921,2025-04-02,Azithromycin 500mg,Vitamins & Supplements,Strip,23,39.57,Card,910.11
947,2025-04-02,Amoxicillin 500mg,Gastrointestinal,Tab,22,127.8,Cash,2811.6
963,2025-04-02,Amoxicillin 500mg,Antibiotics,Tab,3,63.84,Cash,191.52
1050,2025-04-02,Paracetamol 500mg,Diabetes,Strip,18,116.94,Card,2104.92
1225,2025-04-02,Amoxicillin 500mg,Allergy,Capsule,2,104.99,Cash,209.98
1280,2025-04-02,Metformin 500mg,Antibiotics,Vial,2,243.97,UPI,487.94
1295,2025-04-02,Atorvastatin 10mg,Allergy,Tab,14,59.62,Cash,834.68
1370,2025-04-02,Amlodipine 5mg,Diabetes,Vial,10,57.22,Card,572.2
1373,2025-04-02,Omeprazole 20mg,Gastrointestinal,Bottle,2,95.27,Insurance,190.54
1376,2025-04-02,Atorvastatin 10mg,Diabetes,Vial,2,136.36,Card,272.72
1398,2025-04-02,Azithromycin 500mg,Antibiotics,Tab,4,146.48,UPI,585.92
1407,2025-04-02,Pantoprazole 40mg,Vitamins & Supplements,Strip,2,212.49,Insurance,424.98
1411,2025-04-02,Vitamin D3 1000IU,Allergy,Vial,23,216.61,Card,4982.03
1419,2025-04-02,Levothyroxine 50mcg,Allergy,Capsule,2,234.17,Cash,468.34
1468,2025-04-02,Amoxicillin 500mg,Antibiotics,Tab,20,107.21,Cash,2144.2
1550,2025-04-02,Azithromycin 500mg,Antibiotics,Capsule,5,172.26,Card,861.3
1619,2025-04-02,Atorvastatin 10mg,Cardiovascular,Strip,8,204.11,Card,1632.88
1642,2025-04-02,Pantoprazole 40mg,Pain Relief,Bottle,11,247.9,Card,2726.9
1669,2025-04-02,Metformin 500mg,Antibiotics,Strip,11,28.98,Insurance,318.78
1808,2025-04-02,Atorvastatin 10mg,Gastrointestinal,Tab,23,246.87,Insurance,5678.01
1945,2025-04-02,Atorvastatin 10mg,Thyroid,Bottle,10,194.6,Insurance,1946.0
93,2025-04-03,Omeprazole 20mg,Gastrointestinal,Strip,18,132.3,Card,2381.4
150,2025-04-03,Amoxicillin 500mg,Vitamins & Supplements,Bottle,22,63.56,UPI,1398.32
295,2025-04-03,Paracetamol 500mg,Vitamins & Supplements,Vial,6,137.48,Insurance,824.88
422,2025-04-03,Ibuprofen 400mg,Antibiotics,Capsule,20,155.74,Insurance,3114.8
517,2025-04-03,Paracetamol 500mg,Cardiovascular,Capsule,15,129.12,Cash,1936.8
583,2025-04-03,Amoxicillin 500mg,Diabetes,Tab,12,32.01,Insurance,384.12
633,2025-04-03,Ibuprofen 400mg,Cardiovascular,Tab,19,52.51,Cash,997.69
691,2025-04-03,Metformin 500mg,Pain Relief,Capsule,13,86.13,Insurance,1119.69
964,2025-04-03,Amlodipine 5mg,Allergy,Tab,14,206.15,Cash,2886.1
1001,2025-04-03,Omeprazole 20mg,Pain Relief,Strip,7,168.87,Card,1182.09
1008,2025-04-03,Omeprazole 20mg,Gastrointestinal,Capsule,3,39.84,Card,119.52
1037,2025-04-03,Vitamin D3 1000IU,Allergy,Vial,22,19.32,Card,425.04
1040,2025-04-03,Amlodipine 5mg,Cardiovascular,Capsule,13,162.11,Card,2107.43
1046,2025-04-03,Cetirizine 10mg,Cardiovascular,Tab,4,131.49,Insurance,525.96
1071,2025-04-03,Amlodipine 5mg,Thyroid,Bottle,5,58.1,Insurance,290.5
1120,2025-04-03,Azithromycin 500mg,Cardiovascular,Bottle,4,27.74,UPI,110.96
1204,2025-04-03,Ibuprofen 400mg,Allergy,Strip,17,107.26,Card,1823.42
1217,2025-04-03,Atorvastatin 10mg,Cardiovascular,Strip,20,129.7,UPI,2594.0
1332,2025-04-03,Metformin 500mg,Diabetes,Capsule,17,222.38,Card,3780.46
1534,2025-04-03,Cetirizine 10mg,Allergy,Bottle,13,128.51,Insurance,1670.63
1617,2025-04-03,Levothyroxine 50mcg,Gastrointestinal,Capsule,9,19.32,Insurance,173.88
1646,2025-04-03,Omeprazole 20mg,Antibiotics,Vial,15,207.95,Card,3119.25
1697,2025-04-03,Amoxicillin 500mg,Thyroid,Vial,19,166.05,Card,3154.95
1735,2025-04-03,Cetirizine 10mg,Pain Relief,Bottle,24,229.66,UPI,5511.84
1746,2025-04-03,Ibuprofen 400mg,Gastrointestinal,Bottle,18,115.56,Card,2080.08
1764,2025-04-03,Levothyroxine 50mcg,Vitamins & Supplements,Bottle,24,94.46,Card,2267.04
1800,2025-04-03,Ibuprofen 400mg,Allergy,Vial,15,127.82,UPI,1917.3
1821,2025-04-03,Omeprazole 20mg,Diabetes,Capsule,16,15.43,UPI,246.88
1846,2025-04-03,Paracetamol 500mg,Allergy,Bottle,5,237.51,Card,1187.55
1926,2025-04-03,Amoxicillin 500mg,Antibiotics,Bottle,22,227.28,UPI,5000.16
1954,2025-04-03,Azithromycin 500mg,Diabetes,Capsule,17,233.52,Card,3969.84
76,2025-04-04,Atorvastatin 10mg,Gastrointestinal,Vial,10,103.99,UPI,1039.9
136,2025-04-04,Levothyroxine 50mcg,Pain Relief,Capsule,16,111.66,Cash,1786.56
137,2025-04-04,Cetirizine 10mg,Thyroid,Tab,5,49.13,Cash,245.65
157,2025-04-04,Pantoprazole 40mg,Diabetes,Capsule,16,64.21,UPI,1027.36
162,2025-04-04,Cetirizine 10mg,Gastrointestinal,Tab,5,240.55,Cash,1202.75
164,2025-04-04,Vitamin D3 1000IU,Vitamins & Supplements,Capsule,5,228.32,Cash,1141.6
337,2025-04-04,Azithromycin 500mg,Antibiotics,Capsule,21,158.36,Cash,3325.56
358,2025-04-04,Levothyroxine 50mcg,Pain Relief,Tab,14,125.12,Insurance,1751.68
377,2025-04-04,Omeprazole 20mg,Antibiotics,Tab,13,223.81,Insurance,2909.53
380,2025-04-04,Omeprazole 20mg,Thyroid,Bottle,10,194.6,Cash,1946.0
388,2025-04-04,Ibuprofen 400mg,Allergy,Tab,7,249.94,Insurance,1749.58
434,2025-04-04,Vitamin D3 1000IU,Gastrointestinal,Tab,13,76.05,Cash,988.65
444,2025-04-04,Omeprazole 20mg,Vitamins & Supplements,Vial,13,200.27,Insurance,2603.51
454,2025-04-04,Levothyroxine 50mcg,Gastrointestinal,Strip,16,134.54,Cash,2152.64
495,2025-04-04,Amlodipine 5mg,Vitamins & Supplements,Bottle,4,134.42,Card,537.68
553,2025-04-04,Cetirizine 10mg,Allergy,Tab,19,167.39,UPI,3180.41
659,2025-04-04,Metformin 500mg,Vitamins & Supplements,Bottle,13,68.62,Card,892.06
682,2025-04-04,Paracetamol 500mg,Thyroid,Vial,5,19.23,Insurance,96.15
712,2025-04-04,Omeprazole 20mg,Allergy,Capsule,8,243.65,Cash,1949.2
714,2025-04-04,Azithromycin 500mg,Vitamins & Supplements,Vial,13,204.32,Cash,2656.16
731,2025-04-04,Ibuprofen 400mg,Antibiotics,Tab,23,192.66,Cash,4431.18
761,2025-04-04,Azithromycin 500mg,Cardiovascular,Strip,18,130.59,Card,2350.62
782,2025-04-04,Pantoprazole 40mg,Diabetes,Tab,10,149.33,Card,1493.3
873,2025-04-04,Amoxicillin 500mg,Gastrointestinal,Strip,14,223.59,Card,3130.26
930,2025-04-04,Ibuprofen 400mg,Antibiotics,Vial,9,241.04,UPI,2169.36
966,2025-04-04,Metformin 500mg,Gastrointestinal,Capsule,11,170.47,Insurance,1875.17
1143,2025-04-04,Amoxicillin 500mg,Thyroid,Bottle,14,201.21,Card,2816.94
1174,2025-04-04,Amoxicillin 500mg,Vitamins & Supplements,Vial,9,130.7,Insurance,1176.3
1319,2025-04-04,Levothyroxine 50mcg,Diabetes,Vial,2,233.43,UPI,466.86
1334,2025-04-04,Pantoprazole 40mg,Allergy,Strip,3,44.81,UPI,134.43
1335,2025-04-04,Cetirizine 10mg,Vitamins & Supplements,Tab,18,123.55,Insurance,2223.9
1348,2025-04-04,Cetirizine 10mg,Antibiotics,Strip,13,18.73,Cash,243.49
1524,2025-04-04,Ibuprofen 400mg,Allergy,Vial,17,131.13,Cash,2229.21
1647,2025-04-04,Paracetamol 500mg,Gastrointestinal,Capsule,20,36.7,Cash,734.0
1700,2025-04-04,Vitamin D3 1000IU,Pain Relief,Tab,21,43.82,Cash,920.22
1798,2025-04-04,Vitamin D3 1000IU,Allergy,Tab,3,174.31,UPI,522.93
1814,2025-04-04,Amoxicillin 500mg,Vitamins & Supplements,Capsule,10,228.79,Insurance,2287.9
1837,2025-04-04,Paracetamol 500mg,Diabetes,Capsule,21,176.91,Insurance,3715.11
1913,2025-04-04,Paracetamol 500mg,Diabetes,Capsule,6,223.14,Insurance,1338.84
1922,2025-04-04,Amoxicillin 500mg,Antibiotics,Strip,1,184.89,Card,184.89
1952,2025-04-04,Cetirizine 10mg,Allergy,Tab,10,217.16,Cash,2171.6
1963,2025-04-04,Amoxicillin 500mg,Cardiovascular,Capsule,8,182.25,Cash,1458.0
16,2025-04-05,Amlodipine 5mg,Pain Relief,Capsule,9,151.64,Card,1364.76
79,2025-04-05,Amlodipine 5mg,Diabetes,Capsule,20,181.37,Card,3627.4
95,2025-04-05,Atorvastatin 10mg,Gastrointestinal,Bottle,1,29.68,Insurance,29.68
198,2025-04-05,Amoxicillin 500mg,Vitamins & Supplements,Strip,23,81.56,UPI,1875.88
312,2025-04-05,Paracetamol 500mg,Vitamins & Supplements,Tab,16,24.79,Card,396.64
373,2025-04-05,Metformin 500mg,Cardiovascular,Bottle,23,51.43,UPI,1182.89
391,2025-04-05,Paracetamol 500mg,Gastrointestinal,Bottle,21,136.8,Card,2872.8
504,2025-04-05,Amoxicillin 500mg,Allergy,Capsule,10,62.15,Card,621.5
623,2025-04-05,Ibuprofen 400mg,Gastrointestinal,Strip,13,91.54,UPI,1190.02
632,2025-04-05,Azithromycin 500mg,Antibiotics,Capsule,6,178.06,Insurance,1068.36
703,2025-04-05,Paracetamol 500mg,Vitamins & Supplements,Capsule,11,163.94,Insurance,1803.34
707,2025-04-05,Levothyroxine 50mcg,Thyroid,Tab,10,71.94,UPI,719.4
716,2025-04-05,Azithromycin 500mg,Pain Relief,Capsule,13,231.47,Cash,3009.11
744,2025-04-05,Cetirizine 10mg,Cardiovascular,Capsule,1,88.49,Insurance,88.49
767,2025-04-05,Amoxicillin 500mg,Thyroid,Vial,3,127.49,Insurance,382.47
822,2025-04-05,Paracetamol 500mg,Cardiovascular,Bottle,20,88.98,Card,1779.6
872,2025-04-05,Amoxicillin 500mg,Gastrointestinal,Strip,6,81.9,UPI,491.4
906,2025-04-05,Omeprazole 20mg,Allergy,Vial,8,26.41,Cash,211.28
916,2025-04-05,Ibuprofen 400mg,Gastrointestinal,Capsule,13,116.42,UPI,1513.46
